run,model,dataset,cap,n,median,mean,min,max
Dec23_14-42-44_90582559eea7,graphqsat,uuf250-1065,100,100,1.4241,1.4806,0.8425,2.4013
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf250-1065,300,100,1.5913,1.6417,0.9398,2.5043
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf250-1065,300,100,1.6175,1.6058,0.7573,2.7363
Dec23_01-48-54_90582559eea7,graphqsat,uuf250-1065,300,100,0.7390,0.7675,0.3486,1.2915
Dec23_14-42-44_90582559eea7,graphqsat,uuf250-1065,300,100,1.4165,1.4668,0.8624,2.4195
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf250-1065,500,100,1.6943,1.6631,1.0254,2.7681
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf250-1065,500,100,1.6031,1.6143,0.6759,2.4852
Dec23_01-48-54_90582559eea7,graphqsat,uuf250-1065,500,100,0.7175,0.7686,0.3649,1.2784
Dec23_14-42-44_90582559eea7,graphqsat,uuf250-1065,500,100,1.4171,1.4647,0.8784,2.4692
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf250-1065,1000,100,1.6275,1.6465,0.9351,2.5465
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf250-1065,1000,100,1.6307,1.6297,0.9919,2.4820
Dec23_01-48-54_90582559eea7,graphqsat,uuf250-1065,1000,100,0.7263,0.7679,0.3911,1.3704
Dec23_14-42-44_90582559eea7,graphqsat,uuf250-1065,1000,100,1.3883,1.4745,0.8252,2.3738
